,Tokens
15904,"43,900"
15905,dst
15906,orchard
15907,fremont
15908,venturesom
15909,affandi
15910,shaalan
15911,telefonica
15912,prerequisit
15913,90-minut
15914,"56,578"
15915,side-product
15916,guinean
15917,"81,648"
15918,"2,725,500"
15919,suffolk
15920,23.11
15921,immor
15922,shafi
15923,lybrand
15924,benefici
15925,euro-commerci
15926,227p
15927,"2,413,000"
15928,sgat
15929,flammabl
15930,"6,983,000"
15931,"181,228"
15932,fast-grow
15933,inteview
15934,o.
15935,chuquicamata
15936,14.85
15937,30-year-old
15938,"368,400"
15939,wedg
15940,20.00
15941,digit
15942,"1,543"
15943,92.93
15944,324
15945,108
15946,9.06
15947,reincorpor
15948,roanok
15949,bangor
15950,foundri
15951,5.36
15952,hiap
15953,"2,600,000"
15954,ligero
15955,"1,140.4"
15956,"8,377,000"
15957,fend
15958,bv
15959,brunei
15960,"8,177,000"
15961,qltv
15962,year
15963,harjavalta
15964,43.2
15965,"10,603,000"
15966,peke
15967,late-typ
15968,p-7
15969,"104,038"
15970,here
15971,44.29
15972,imagin
15973,mapara
15974,beck
15975,35.25
15976,4.39
15977,shortest
15978,97.7-pct
15979,embroil
15980,.........................
15981,though
15982,merger
15983,fad
15984,"2,532,959"
15985,"403,700"
15986,76.8
15987,16.49
15988,rhon.pa
15989,ubk
15990,cr
15991,25.93
15992,"164,243"
15993,777
15994,pipe
15995,knock
15996,stab
15997,44.7
15998,one-for-f
15999,impenetr
16000,"4,110,000"
16001,bommened
16002,quasar
16003,tcb
16004,pari.pa
16005,herrhausen
16006,"14,200"
16007,eni
16008,one-dlr
16009,easiest
16010,hokanson
16011,"973,400"
16012,acrimoni
16013,februari
16014,casein
16015,120.180
16016,wonnacott
16017,al-khalifa
16018,prospectus
16019,conagra
16020,cooney
16021,witbank
16022,weinblatt
16023,summ
16024,ear
16025,comprehend
16026,gerhard
16027,stan
16028,517-mln-dlr
16029,chiyojima
16030,hole
16031,ottl.l
16032,"6,520,928"
16033,"1,626,233"
16034,teeth
16035,nspa
16036,wagner
16037,weapon
16038,wavehil
16039,one-mln
16040,haverhil
16041,"2,695,206"
16042,envirodyn
16043,equi
16044,sixteen-week
16045,padua
16046,curazao
16047,nestl
16048,self-suffici
16049,rockford
16050,resent
16051,cruickshank
16052,yugoslavia
16053,multibillion
16054,mono
16055,8.61
16056,197.0
16057,934
16058,79-85
16059,mmblf
16060,dn
16061,ibl
16062,arbitrag
16063,betwen
16064,cornwal
16065,"3,208,472"
16066,meat
16067,chronic
16068,manag
16069,domenici
16070,piano
16071,wrightson
16072,"31,831,050"
16073,lehman-l
16074,flatli
16075,"104,571"
16076,1945-1954
16077,taqi
16078,oilcak
16079,170
16080,103.8
16081,bjoern
16082,kid
16083,tow
16084,buechler
16085,calam
16086,rethink
16087,safety-kleen
16088,international
16089,71.1
16090,"4,435,691"
16091,destroy
16092,bridgewat
16093,climb
16094,foreign-flag
16095,31.3p
16096,13.89
16097,shr
16098,vereins-
16099,pig-farm
16100,step
16101,metallurg
16102,brand
16103,fixtur
16104,hancock
16105,jiangsu
16106,"1,110,484"
16107,awek
16108,cargil
16109,moodi
16110,"18,367"
16111,toma
16112,ibp
16113,writer
16114,responsibilti
16115,anti-japanes
16116,chem
16117,179.44
16118,low-alloy
16119,librari
16120,58
16121,lacey
16122,sasco
16123,"4,284,693"
16124,nimit
16125,96
16126,deficit.decemb
16127,"3,766,000"
16128,"294,000"
16129,deadweight
16130,"257,000"
16131,336.63
16132,katigbak
16133,ndac
16134,"6,538,000"
16135,airdrom
16136,tifton
16137,cheaper
16138,ccml.l
16139,cont
16140,"58,597"
16141,guerrero
16142,semi-annu
16143,ald.n
16144,ruth
16145,pumpov
16146,de-coupl
16147,delawar
16148,kernel
16149,100-200
16150,cavanaugh
16151,"5,944,286"
16152,art's-way
16153,"3,995"
16154,pacificar
16155,harcourt
16156,grassgreen
16157,96.10
16158,"323,000"
16159,heinz-japan
16160,"54,686"
16161,270.8
16162,local-manufactur
16163,nightmar
16164,"4,920,000"
16165,1100.31
16166,clni
16167,merg
16168,turk
16169,psc
16170,nicaragua
16171,mitt.tok
16172,wider
16173,well-receiv
16174,berton
16175,138.94
16176,"2,123,000"
16177,npn
16178,752
16179,blackburn
16180,brad
16181,algona
16182,cave
16183,"7,599"
16184,trsc
16185,"4,090,000"
16186,20.54
16187,6.47
16188,69.13
16189,3.32
16190,"46,054,000"
16191,company-control
16192,16.73
16193,medic
16194,earmark
16195,118.4
16196,birney
16197,"3,223,008"
16198,apa
16199,nakhimov
16200,naftaga
16201,third-quart
16202,jeoparadis
16203,handelsblatt
16204,12.04
16205,57.8
16206,anti-satellit
16207,558.1
16208,covt
16209,9-1
16210,"2,617,768"
16211,short-staf
16212,miracl
16213,factory-financ
16214,73rd
16215,dunhil
16216,54.1
16217,"753,000"
16218,ruben
16219,alver
16220,yet
16221,whippani
16222,79.6
16223,o'reilli
16224,"7,597,000"
16225,thermo
16226,140
16227,"49,517,000"
16228,24-week
16229,"961,826"
16230,vaskevitch
16231,liqud
16232,snowbal
16233,sabah
16234,westin
16235,re-check
16236,0.4
16237,520.1
16238,live
16239,"1,590,000"
16240,606
16241,machineri
16242,lincoln
16243,"235,800"
16244,"81,725"
16245,5.54
16246,rome
16247,chip-export
16248,studebak
16249,wsc
16250,disapprov
16251,shear
16252,cut-pric
16253,441.5
16254,770
16255,dc-10
16256,avenu
16257,blii
16258,hitachi
16259,activ
16260,cag
16261,gorda
16262,carnegi
16263,1985
16264,teriff
16265,233
16266,close
16267,"4,217,675"
16268,fortnight-long
16269,"17,929"
16270,petit
16271,"604,200"
16272,non-affili
16273,53.2
16274,98.217
16275,"9,122,000"
16276,amim
16277,calmli
16278,20.1
16279,r-ill.
16280,motor
16281,biaggi
16282,197.2
16283,misplac
16284,"517,538"
16285,"3,239,000"
16286,"156,000,000"
16287,"257,844"
16288,5.70
16289,debt-to-equ
16290,best-known
16291,month-
16292,torino
16293,"8,008,763"
16294,24.40
16295,ofconcern
16296,"219,600"
16297,scoa
16298,carolyn
16299,board
16300,discredit
16301,full-plat
16302,68.0
16303,27-7
16304,encouraging-asa
16305,315.2
16306,prosper
16307,18.10
16308,mwape
16309,landlock
16310,autopart
16311,polyphenylen
16312,nebul
16313,came
16314,119.3
16315,136.3
16316,alet
16317,esso
16318,director-gener
16319,"3,112,571"
16320,w5m
16321,tbti
16322,"521,508"
16323,later
16324,"88,843"
16325,crisis-laden
16326,8.75
16327,3.04
16328,passeng
16329,tight-fist
16330,31.5-r
16331,ani
16332,6.0950
16333,luxt
16334,entrust
16335,lumpsum
16336,m-1
16337,26.91
16338,7.82
16339,"2,700"
16340,inma
16341,lazr
16342,0.7656
16343,25.77
16344,cardhold
16345,error
16346,cil
16347,"6,211"
16348,442
16349,trecker
16350,interfund
16351,gaviria
16352,northeastern
16353,earl
16354,set
16355,464
16356,44.4
16357,dire
16358,iringa
16359,625
16360,borg-warn
16361,pertti
16362,hopwood
16363,"1,575.1"
16364,ambassador
16365,potenti
16366,one-tim
16367,lent
16368,mitterrand
16369,architecur
16370,"30,800"
16371,confus
16372,0.5400
16373,"103,384"
16374,"1,699"
16375,"2,098,000"
16376,scot
16377,6.69
16378,fenner
16379,danzar
16380,stem
16381,northval
16382,"614,511"
16383,file
16384,overtim
16385,15-25
16386,burmes
16387,3-1
16388,anxious
16389,showroom
16390,wer
16391,"4,344,204"
16392,"265,600"
16393,suffield
16394,"88,494"
16395,3.8502
16396,tremor
16397,12.42
16398,665.4
16399,kingdom
16400,plough
16401,machlin
16402,"3,374,000"
16403,"437,425"
16404,bcv
16405,"1,200.00"
16406,104.93
16407,pounc
16408,119.86
16409,roubati
16410,"133,119"
16411,shout
16412,seger
16413,1969-71
16414,ba-2
16415,ronc
16416,"488,898"
16417,disadvantag
16418,nzym
16419,basic
16420,fremantl
16421,vermoegensbildung
16422,1.075
16423,systemhous
16424,101-1
16425,18.64
16426,lyn
16427,patienc
16428,"131,000"
16429,paperwork
16430,3.07
16431,engag
16432,mat
16433,"445,400"
16434,wallac
16435,hair
16436,graan
16437,omiss
16438,derivit
16439,menlo
16440,kmsi
16441,goe
16442,substantit
16443,"1,734,000"
16444,weintraub
16445,monom
16446,"24,311"
16447,"89,594"
16448,"20,717"
16449,"109,000"
16450,172.29
16451,advantag
16452,"8,824,000"
16453,"403,836"
16454,nhan
16455,111.7
16456,genencor
16457,end-juli
16458,95.92
16459,124.4
16460,"44,400"
16461,antwerp-hamburg
16462,"83,231"
16463,pastur
16464,vain
16465,trailer
16466,torpedo
16467,christi
16468,bat
16469,"4,464,000"
16470,"10,000"
16471,commonplac
16472,"4,161.0"
16473,"2,095"
16474,"175,901"
16475,14.06
16476,conserven
16477,galcf
16478,"5,745,706"
16479,adventur
16480,"26,074"
16481,martial
16482,46.80
16483,"768,683"
16484,i.e.
16485,"12,991,000"
16486,cravo
16487,862.0
16488,bankverein
16489,cash-onli
16490,midday
16491,"780,712"
16492,145
16493,1.02
16494,493
16495,wsl
16496,bnpp.pa
16497,height
16498,b
16499,u.s.a.
16500,alvit
16501,"21,000"
16502,0.007100
16503,atorino
16504,9.98
16505,152.32
16506,stockholm
16507,"29,712"
16508,"726,600"
16509,"2,684,089"
16510,kalamazoo
16511,multius
16512,redistribut
16513,"583,806"
16514,"342,000"
16515,inverse-r
16516,skinner
16517,"81,001"
16518,makoto
16519,kent
16520,sorri
16521,226
16522,mingl
16523,ivey-rowton
16524,whirlwind
16525,iturri
16526,759.3
16527,felt
16528,sandra
16529,"153,000,000"
16530,19.23
16531,2.5-3.0
16532,wordwid
16533,nzfp
16534,acit
16535,"4,532,175"
16536,"127,000"
16537,immens
16538,109.1
16539,3.8990
16540,"795,522"
16541,"8,539,000"
16542,mili
16543,hvt
16544,kiichi
16545,"38,347"
16546,"1,330"
16547,21.7
16548,leg
16549,dillig
16550,"159,732"
16551,comeau
16552,atfc
16553,hewlett-packard
16554,variable-coupon
16555,stuck
16556,amstutz
16557,directori
16558,1972-73
16559,"82,000"
16560,32.94
16561,scotch
16562,capsiz
16563,redempt
16564,calif.
16565,ovr
16566,unfund
16567,oldham
16568,pbpf.pa
16569,kept
16570,"515,000"
16571,carson-affili
16572,3.11
16573,delav
16574,jean-claud
16575,saint
16576,120
16577,schroder
16578,"82,473"
16579,"2,011,754"
16580,"288,652"
16581,repay
16582,compil
16583,23.5p
16584,full
16585,752.50
16586,electrocut
16587,"137,9810"
16588,april
16589,737.2
16590,3.99
16591,chanthaburi
16592,unitari
16593,mentor
16594,"559,000"
16595,ahler
16596,mantelet
16597,0.3-0.4
16598,maribor
16599,bank-l
16600,guimara
16601,museveni
16602,"34,429"
16603,ritterbusch
16604,monetari
16605,"3,315,654"
16606,off-pastur
16607,fortun
16608,ambrit
16609,sdtock
16610,tire
16611,0.6858
16612,surpass
16613,ommeren
16614,275.52
16615,"3,971,000"
16616,charge-off
16617,geipel
16618,"2,794,000"
16619,"3,095,305"
16620,fnc
16621,5.94
16622,raimond
16623,865p
16624,sorghum
16625,mmtc
16626,castor
16627,74.1
16628,5.45
16629,757
16630,aoril
16631,middenstandsbank
16632,04
16633,"9,899,038"
16634,"523,625"
16635,"746,837"
16636,34.3p
16637,c.czarnikow
16638,cellular
16639,syrup-55
16640,microdym
16641,"872,000"
16642,vt.
16643,l'union
16644,"231,660"
16645,11.2
16646,community-wid
16647,unaudit
16648,peninsular
16649,aetna
16650,t.c
16651,264.32
16652,russel
16653,plasticmak
16654,3.7506
16655,1.8250
16656,36.28
16657,particip
16658,813
16659,peoria
16660,epicentr
16661,nyna
16662,industriel
16663,exhibit
16664,0.8
16665,28.7
16666,7.35
16667,exasper
16668,"1,250,000"
16669,paranam
16670,amass
16671,74.8
16672,newly-releas
16673,fresh-squeez
16674,three-man
16675,95.3
16676,md
16677,peat
16678,teutong
16679,9.16
16680,sweden
16681,1987
16682,"2,939,226"
16683,sant
16684,servotron
16685,trequess
16686,low-yield
16687,fsical
16688,395
16689,appendix
16690,479
16691,95.04
16692,spiegel
16693,desktop
16694,844.0
16695,constructor
16696,"75,687"
16697,fungu
16698,levittown
16699,wis.
16700,gannet
16701,ssangyong
16702,pre-set
16703,focuss
16704,ne
16705,"889,000"
16706,mattress
16707,10.40
16708,almenara
16709,1987-91
16710,"2,859,000"
16711,txp
16712,justitia
16713,samarco
16714,hertz
16715,6.01
16716,non-bind
16717,ebing
16718,fix
16719,mst-t1a
16720,448.5
16721,diego-bas
16722,mitsotaki
16723,asean
16724,alexei
16725,keyston
16726,251.5
16727,66.1
16728,avaj
16729,"7,684,000"
16730,dissolut
16731,111.1
16732,microelectron
16733,277.94
16734,nonbind
16735,200
16736,35.0
16737,328.9
16738,bae
16739,dalla
16740,15-member
16741,9.5
16742,219.41
16743,barrel-per-day
16744,drought-threaten
16745,ariz.
16746,bailey
16747,abdel-jabbar
16748,131.50
16749,afternoon
16750,ass'n
16751,79.9
16752,160.14
16753,invit
16754,uplift
16755,reineri
16756,longest
16757,"6,300,000"
16758,wananchi
16759,anticip
16760,15.473
16761,rediscount
16762,hand
16763,345
16764,"260,000"
16765,"76,172,000"
16766,sanwet
16767,schn.pa
16768,rockefel
16769,unimpress
16770,co-financ
16771,"212,043"
16772,sg
16773,felip
16774,materiali
16775,shl
16776,baa-2
16777,compris
16778,"1,851,000"
16779,33.6
16780,dissoci
16781,centrist
16782,"3,369"
16783,balli
16784,cmph
16785,slew
16786,"262,738"
16787,"5,100,000"
16788,106.3
16789,pre-audit
16790,tankag
16791,"2,211,000"
16792,measur
16793,doubtless
16794,walnut
16795,"1,287,000"
16796,53.9
16797,raid
16798,angri
16799,"166,000"
16800,"12,300"
16801,825.0
16802,penobscot
16803,chen
16804,lamborghini
16805,het
16806,785
16807,hasten
16808,hazleton
16809,38.0
16810,"737,971"
16811,performance-rel
16812,65.3
16813,20-pct
16814,moisture-deplet
16815,improb
16816,mnrci
16817,nwbl.l
16818,analytichem
16819,deneuv
16820,"621,036"
16821,solar
16822,guesstim
16823,restat
16824,vlan
16825,intn
16826,samurai
16827,neccesarili
16828,20.80
16829,greatli
16830,"1,076,226"
16831,crippl
16832,533.59
16833,underpin
16834,9.14
16835,bugdet
16836,extrud
16837,equival
16838,newly-privatis
16839,13.95
16840,"300,488"
16841,"211,324"
16842,guldemond
16843,"19,962,000"
16844,ranco
16845,210.1
16846,.000
16847,aa-2
16848,jwi
16849,africa
16850,sheet
16851,unionist
16852,98.83
16853,matrix
16854,hazard
16855,although
16856,141.50
16857,"18,345"
16858,ring
16859,193.4
16860,rafsanjani
16861,6.88
16862,33.8
16863,"3,163.7"
16864,5.04
16865,mtbc
16866,english
16867,suliman
16868,sino.hk
16869,"9,649,000"
16870,cocer
16871,168.6
16872,closeout
16873,cla
16874,sanivan
16875,736
16876,597
16877,1.636
16878,"102,000"
16879,assimil
16880,wheat
16881,treacher
16882,eyebrow
16883,146.30
16884,rosenberg
16885,wrongdo
16886,said-
16887,182.6
16888,alex
16889,utah
16890,ling.f
16891,"46,899"
16892,25.269
16893,narrowly-bas
16894,"5,178,000"
16895,aic
16896,downstream
16897,northwest
16898,evict
16899,clothestim
16900,true
16901,mott
16902,"123,880"
16903,stopov
16904,37.86
16905,ningbo
16906,^m
16907,1200
16908,housebuild
16909,ray
16910,"2,482,197"
16911,dal
16912,6.57
16913,state-run
16914,15-78
16915,93.6
16916,favour
16917,"5,430,000"
16918,21.91
16919,susbsidiari
16920,non-earn
16921,"24,900"
16922,prev
16923,cablesystem
16924,savin
16925,thoma
16926,153.2
16927,hepat
16928,shopkeep
16929,278.8
16930,mfg
16931,gotlf
16932,200-foot-level
16933,crrc
16934,"1,539"
16935,italian
16936,skill
16937,nashashibi
16938,"35,000"
16939,567
16940,"2,055,000"
16941,meinhardt
16942,ov
16943,bodi
16944,topsoil
16945,"970,000"
16946,explicitli
16947,ragan
16948,"38,800"
16949,francophon
16950,mesmer
16951,count
16952,under
16953,quartter
16954,komt.t
16955,35-member
16956,homicid
16957,hydrogen
16958,pzl
16959,allison
16960,ryzhkov
16961,"174,000"
16962,4.97
16963,regulartori
16964,delinqu
16965,irregular
16966,nonproduct
16967,"495,000"
16968,"9,252,000"
16969,d'economi
16970,fte
16971,omit
16972,409.00
16973,4.86
16974,gippsland
16975,limon
16976,egn
16977,woe
16978,forward
16979,ibj
16980,"119,100"
16981,161
16982,synthetech
16983,displeasur
16984,2200
16985,two-third
16986,lebegu
16987,warwick
16988,riunit
16989,surplu
16990,fermenta
16991,conscious
16992,5.85
16993,qtli
16994,three-fold
16995,"284,000"
16996,sympathis
16997,wyle
16998,arrest
16999,dedramatis
17000,staunch
17001,"25,651"
17002,involuntari
17003,"8,302,000"
17004,frisch
17005,d-ram
17006,messi
17007,bremen
17008,bkb
17009,330.8
17010,15.86
17011,fe
17012,tax-writ
17013,"108,798"
17014,16
17015,"1,236,347"
17016,comibol
17017,turbin
17018,sharesd
17019,doper
17020,1.5-2.5
17021,913.28
17022,avert
17023,atari
17024,missouri-bas
17025,zico
17026,murilo
17027,pull
17028,"8,743,000"
17029,ad
17030,h.j
17031,"2,748,280"
17032,"136,300"
17033,a-1-plu
17034,88.7
17035,nitto
17036,deposit
17037,mvst
17038,regim
17039,35.7
17040,456.6
17041,"192,430"
17042,"232,991"
17043,avgs-mln
17044,over-depend
17045,16.3p
17046,"671,000"
17047,servant
17048,"299,000"
17049,orang
17050,"852,000"
17051,rleat
17052,17.00
17053,233.26
17054,purifi
17055,conting
17056,cexx
17057,120-day
17058,skanska
17059,euqival
17060,medium-to
17061,"4,584,000"
17062,overtli
17063,h.b
17064,data
17065,cnsecut
17066,leahi
17067,42.23
17068,restraint
17069,plagu
17070,bilater
17071,charli
17072,management-l
17073,252.92
17074,relist
17075,liabl
17076,"315,500"
17077,a-minu
17078,solang
17079,greg
17080,tonn
17081,melcher
17082,overrid
17083,"53,500"
17084,"80,640"
17085,dingman
17086,"407,400"
17087,"108,000"
17088,exchange-rel
17089,510.5
17090,vanderbilt
17091,tokio
17092,20th
17093,oc
17094,"17,049,920"
17095,pci
17096,fintech
17097,steel-mak
17098,"5,378,000"
17099,woodbridg
17100,s.d.
17101,vastatrix
17102,131.17
17103,kurunegala
17104,tailor
17105,debtor
17106,nation
17107,price-cut
17108,fbgia
17109,canada-egypt
17110,"1,602,000"
17111,senior
17112,57
17113,m0
17114,adebayo
17115,65.13
17116,contra
17117,klkg.f
17118,1988
17119,"4,855,000"
17120,late
17121,suffoc
17122,cravath
17123,39.75
17124,quiet
17125,"62,216"
17126,"5,630,000"
17127,somfa
17128,27-29
17129,medal
17130,stant
17131,mmc
17132,reli
17133,102.0
17134,antidump
17135,671
17136,saunder
17137,repuchas
17138,jmbr
17139,detial
17140,calstar
17141,irreconcil
17142,"318,100"
17143,earnout
17144,"194,400"
17145,billlion
17146,681
17147,31.80
17148,w.r.
17149,viro
17150,71.04
17151,maremond
17152,10.91
17153,bunu
17154,"602,000"
17155,27.3
17156,11.8
17157,photograph
17158,burr-brown
17159,"90,501"
17160,358.56
17161,1600
17162,associaiton
17163,bert
17164,"24,391"
17165,ninety-two
17166,tape
17167,84.0
17168,3.450
17169,521.7
17170,synchron
17171,"4,419,000"
17172,commmitte
17173,o.7
17174,fairchild-fujitsu
17175,4.043
17176,gasoline-produc
17177,"539,000"
17178,n.a.-not
17179,73
17180,misread
17181,tit-for-tat
17182,"1,284.50"
17183,bass.l
17184,1973-74
17185,pebw
17186,soro
17187,mima.
17188,spring
17189,petro
17190,stanlow
17191,hosni
17192,pointer
17193,clarenc
17194,schlecht
17195,"35,084"
17196,privately-held
17197,ftc
17198,"27,300"
17199,negat
17200,equip
17201,45.3
17202,irrespons
17203,nabisco
17204,shopwel
17205,keenli
17206,non-african
17207,high-capac
17208,"1,414,000"
17209,3.9375
17210,greenstein
17211,roubl
17212,ldmfa
17213,bloomfield
17214,athens-limeston
17215,fewer
17216,184.2
17217,extinquish
17218,susumu
17219,toshiba
17220,koblenz
17221,15.6
17222,ico
17223,broadbas
17224,museum
17225,moroni
17226,amarillo
17227,212.7
17228,kaplan
17229,woong
17230,cpi
17231,explor
17232,s.p.a.
17233,"8,840,000"
17234,"2,072,153"
17235,wholly-own
17236,beaus
17237,103-1
17238,idl
17239,stapl
17240,"1,160,000"
17241,hyundai
17242,35.50
17243,250-350
17244,audrey
17245,michigan
17246,path
17247,"720,000"
17248,type
17249,3.15
17250,retim
17251,yeutter
17252,lufthansa
17253,knock-on
17254,elf
17255,jacz.z
17256,bere
17257,102.2
17258,"33,619"
17259,rape
17260,dislik
17261,havana
17262,dress
17263,march
17264,694.4
17265,32.03
17266,191.15
17267,nobuyuki
17268,"677,000"
17269,jersey
17270,quartelri
17271,seibel
17272,mccarthi
17273,40.75
17274,265.1
17275,illicitli
17276,ibrd
17277,biv
17278,396
17279,chock
17280,"4,623,295"
17281,9.51
17282,"929,847"
17283,foncier
17284,12.0p
17285,"8,748,000"
17286,"27,000-tonn"
17287,906
17288,walb
17289,"42,840"
17290,rego
17291,"10,798,000"
17292,"4,746"
17293,reseed
17294,debthold
17295,scovil
17296,quest
17297,contractor
17298,baffl
17299,21-storey
17300,chien-kuo
17301,akzo
17302,voutilainen
17303,towl
17304,catalyst
17305,purs
17306,military-specif
17307,vlp
17308,ward
17309,dmcb
17310,polym
17311,edwin
17312,houdstermaatschappij
17313,26.5
17314,tre
17315,grind
17316,"1,674,000"
17317,herz.z
17318,quito
17319,euro
17320,sdn
17321,9.05
17322,oppon
17323,recent
17324,929
17325,"5,415,185"
17326,becuas
17327,dockyard
17328,1st
17329,generalis
17330,"218,864"
17331,toxic
17332,mitsui
17333,spite
17334,l.f.
17335,"21,782,929"
17336,warpln
